Location,Month,MonthlyCases,MonthlySlope,MeanSlope
Iraq,2020-11,79919,13720.463636363636,5514.051676528598
Ireland,2020-11,11088,1235.6545454545455,2801.6844181459555
Israel,2020-11,22842,7921.990909090909,7799.16311637081
Italy,2020-11,922124,51916.07272727273,35780.762919132154
Japan,2020-11,47501,3658.5636363636363,27848.70256410256
Jordan,2020-11,146823,9153.572727272727,3424.101972386587
Kazakhstan,2020-11,24864,2949.6181818181817,2986.036785009862
"Korea, South",2020-11,8017,364.9909090909091,31122.75996055227
Malaysia,2020-11,34149,2201.2181818181816,8304.36469428008
Mexico,2020-11,188581,23074.036363636365,13690.708481262327
Netherlands,2020-11,167662,17068.19090909091,14169.667751479292
New South Wales,2020-11,157,-44.945454545454545,4470.288362919132
Pakistan,2020-11,66512,4321.036363636364,3691.2786982248517
Peru,2020-11,62350,14166.49090909091,8656.709960552265
Philippines,2020-11,50901,9867.072727272727,7891.337179487178
Poland,2020-11,628080,39212.57272727273,12598.207692307695
Portugal,2020-11,156782,9611.554545454546,8483.644871794872
Romania,2020-11,234023,16443.254545454547,6115.0235700197245
Russia,2020-11,669669,51001.27272727273,36967.96114398423
Serbia,2020-11,128484,6398.563636363637,4290.7644970414185
Slovakia,2020-11,61524,4778.318181818182,4713.567061143984
South Africa,2020-11,64552,11264.663636363637,8959.874556213017
Spain,2020-11,462509,43059.41818181818,24604.73234714004
Sweden,2020-11,118774,6399.436363636363,5093.508185404339
Switzerland,2020-11,172821,11287.572727272727,6739.845759368836
Taiwan*,2020-11,120,-3.0272727272727273,7575.245167652862
Thailand,2020-11,218,-45.21818181818182,7362.509861932941
Turkey,2020-11,263480,13651.054545454546,30693.57544378698
US,2020-11,4491563,323713.05454545456,187040.68047337275
Ukraine,2020-11,353013,26112.963636363635,11039.08934911242
United Kingdom,2020-11,617997,48076.01818181818,41983.094871794885
Victoria,2020-11,-1,226.83636363636364,3348.961439842209
Vietnam,2020-11,167,15.236363636363636,15338.120414201185
Argentina,2020-12,200981,34279.503496503494,19459.634615384617
Austria,2020-12,77563,9980.674825174825,7888.694082840237
Bangladesh,2020-12,48578,5854.538461538462,4491.330867850099
Belgium,2020-12,69151,14654.62937062937,7980.535305719923
Brazil,2020-12,1339067,118472.66433566433,73173.49684418144
Chile,2020-12,57230,4429.9125874125875,8254.774358974359
Colombia,2020-12,325969,33352.094405594406,14433.826923076924
Czechia,2020-12,195363,20629.84965034965,8471.885996055227
Denmark,2020-12,82998,4734.772727272727,5091.294378698225
France,2020-12,393509,63589.11188811189,55232.15719921105
Georgia,2020-12,91836,7448.125874125874,3135.4607495069035
Germany,2020-12,665868,45795.730769230766,49017.373865877715
Greece,2020-12,33579,4026.622377622378,7036.486094674554
Hungary,2020-12,105392,10020.846153846154,3974.0292899408287
India,2020-12,823900,184740.67482517482,99855.6201183432
Indonesia,2020-12,204315,17300.23776223776,12783.858579881655
Iran,2020-12,263072,24530.335664335664,15860.356607495067
Iraq,2020-12,42742,10266.136363636364,5514.051676528598
Ireland,2020-12,19235,1436.6608391608393,2801.6844181459555
Israel,2020-12,86071,8225.272727272728,7799.16311637081
Italy,2020-12,505612,53782.21678321678,35780.762919132154
Japan,2020-12,86925,5637.192307692308,27848.70256410256
Jordan,2020-12,75064,9161.048951048951,3424.101972386587
Kazakhstan,2020-12,26633,2682.923076923077,2986.036785009862
"Korea, South",2020-12,27117,1202.5664335664335,31122.75996055227
Malaysia,2020-12,47313,3283.2657342657344,8304.36469428008
Mexico,2020-12,312551,25876.944055944055,13690.708481262327
Netherlands,2020-12,277641,21963.39160839161,14169.667751479292
New South Wales,2020-12,346,-37.28671328671329,4470.288362919132
Pakistan,2020-12,81696,5065.741258741259,3691.2786982248517
Peru,2020-12,52607,9555.157342657343,8656.709960552265
Philippines,2020-12,42434,7712.937062937063,7891.337179487178
Poland,2020-12,304067,38394.02797202797,12598.207692307695
Portugal,2020-12,115617,10798.13986013986,8483.644871794872
Romania,2020-12,156901,17021.206293706295,6115.0235700197245
Russia,2020-12,851411,64020.506993006995,36967.96114398423
Serbia,2020-12,162485,10557.975524475525,4290.7644970414185
Slovakia,2020-12,153256,9145.800699300698,4713.567061143984
South Africa,2020-12,267157,16178.143356643357,8959.874556213017
Spain,2020-12,280078,38131.968531468534,24604.73234714004
Sweden,2020-12,194250,11543.695804195804,5093.508185404339
Switzerland,2020-12,125224,12355.447552447553,6739.845759368836
Taiwan*,2020-12,124,0.08391608391608392,7575.245167652862
Thailand,2020-12,2886,62.25174825174825,7362.509861932941
Turkey,2020-12,1569805,68644.1958041958,30693.57544378698
US,2020-12,6551963,453218.7097902098,187040.68047337275
Ukraine,2020-12,334654,30327.632867132867,11039.08934911242
United Kingdom,2020-12,859123,64326.643356643355,41983.094871794885
Victoria,2020-12,31,104.54545454545455,3348.961439842209
Vietnam,2020-12,118,11.548951048951048,15338.120414201185
Argentina,2021-01,301725,32415.175824175825,19459.634615384617
Austria,2021-01,53223,8618.368131868132,7888.694082840237
Bangladesh,2021-01,21629,3902.296703296703,4491.330867850099
Belgium,2021-01,63657,11836.846153846154,7980.535305719923
Brazil,2021-01,1527489,122340.70879120879,73173.49684418144
Chile,2021-01,118136,5702.236263736264,8254.774358974359
Colombia,2021-01,452109,36596.79120879121,14433.826923076924
Czechia,2021-01,266113,23007.78021978022,8471.885996055227
Denmark,2021-01,34993,4424.675824175824,5091.294378698225
France,2021-01,569452,61546.72527472527,55232.15719921105
Georgia,2021-01,30691,6239.10989010989,3135.4607495069035
Germany,2021-01,496626,47630.093406593405,49017.373865877715
Greece,2021-01,18107,3379.252747252747,7036.486094674554
Hungary,2021-01,45072,8473.384615384615,3974.0292899408287
India,2021-01,470901,132417.4065934066,99855.6201183432
Indonesia,2021-01,335116,22599.071428571428,12783.858579881655
Iran,2021-01,192857,22265.983516483517,15860.356607495067
Iraq,2021-01,24345,7233.417582417583,5514.051676528598
Ireland,2021-01,104768,4330.554945054945,2801.6844181459555
Israel,2021-01,220173,12558.357142857143,7799.16311637081
Italy,2021-01,445866,51167.41758241758,35780.762919132154
Japan,2021-01,154991,8891.15934065934,27848.70256410256
Jordan,2021-01,32361,7455.763736263736,3424.101972386587
Kazakhstan,2021-01,34648,2697.5164835164837,2986.036785009862
"Korea, South",2021-01,16739,1327.0164835164835,31122.75996055227
Malaysia,2021-01,101949,5630.197802197802,8304.36469428008
Mexico,2021-01,438166,30859.076923076922,13690.708481262327
Netherlands,2021-01,176499,20863.60989010989,14169.667751479292
New South Wales,2021-01,182,-36.83516483516483,4470.288362919132
Pakistan,2021-01,64250,4773.692307692308,3691.2786982248517
Peru,2021-01,123102,8777.093406593407,8656.709960552265
Philippines,2021-01,51554,6457.373626373626,7891.337179487178
Poland,2021-01,218507,33812.906593406595,12598.207692307695
Portugal,2021-01,306838,17463.313186813186,8483.644871794872
Romania,2021-01,96480,14817.478021978022,6115.0235700197245
Russia,2021-01,681001,64160.796703296706,36967.96114398423
Serbia,2021-01,57340,9257.521978021978,4290.7644970414185
Slovakia,2021-01,161413,11752.89010989011,4713.567061143984
South Africa,2021-01,396600,22881.835164835164,8959.874556213017
Spain,2021-01,814854,51526.71978021978,24604.73234714004
Sweden,2021-01,129578,12140.258241758242,5093.508185404339
Switzerland,2021-01,69024,10740.796703296703,6739.845759368836
Taiwan*,2021-01,112,1.565934065934066,7575.245167652862
Thailand,2021-01,11898,422.25274725274727,7362.509861932941
Turkey,2021-01,268811,56728.9010989011,30693.57544378698
US,2021-01,6137229,502877.532967033,187040.68047337275
Ukraine,2021-01,174549,26596.96153846154,11039.08934911242
United Kingdom,2021-01,1328396,87498.32967032967,41983.094871794885
Victoria,2021-01,73,28.571428571428573,3348.961439842209
Vietnam,2021-01,352,16.653846153846153,15338.120414201185
Argentina,2021-02,180126,26842.907692307694,19459.634615384617
Austria,2021-02,43360,7234.021978021978,7888.694082840237
Bangladesh,2021-02,11077,2262.1934065934065,4491.330867850099
Belgium,2021-02,61358,9661.786813186813,7980.535305719923
Brazil,2021-02,1349570,116193.2021978022,73173.49684418144
Chile,2021-02,97516,5749.918681318682,8254.774358974359
Colombia,2021-02,156806,29153.463736263737,14433.826923076924
Czechia,2021-02,250706,23404.914285714287,8471.885996055227
Denmark,2021-02,12723,3467.0527472527474,5091.294378698225
France,2021-02,546072,57836.46153846154,55232.15719921105
Georgia,2021-02,12647,4785.3538461538465,3135.4607495069035
Germany,2021-02,225973,39689.318681318684,49017.373865877715
Greece,2021-02,34143,3333.956043956044,7036.486094674554
Hungary,2021-02,61013,7714.054945054945,3974.0292899408287
India,2021-02,354631,92423.14065934066,99855.6201183432
Indonesia,2021-02,256320,23032.764835164835,12783.858579881655
Iran,2021-02,213170,20786.876923076925,15860.356607495067
Iraq,2021-02,75853,6592.125274725275,5514.051676528598
Ireland,2021-02,23045,3690.901098901099,2801.6844181459555
Israel,2021-02,132372,12414.6,7799.16311637081
Italy,2021-02,372233,45958.103296703295,35780.762919132154
Japan,2021-02,41896,7451.191208791209,27848.70256410256
Jordan,2021-02,64235,7081.534065934066,3424.101972386587
Kazakhstan,2021-02,26871,2407.4175824175823,2986.036785009862
"Korea, South",2021-02,11523,1218.298901098901,31122.75996055227
Malaysia,2021-02,85793,6482.94945054945,8304.36469428008
Mexico,2021-02,222678,26952.215384615385,13690.708481262327
Netherlands,2021-02,110789,17698.786813186813,14169.667751479292
New South Wales,2021-02,70,-38.698901098901096,4470.288362919132
Pakistan,2021-02,34937,3616.213186813187,3691.2786982248517
Peru,2021-02,185624,9823.593406593407,8656.709960552265
Philippines,2021-02,50734,5460.237362637363,7891.337179487178
Poland,2021-02,193601,29255.66153846154,12598.207692307695
Portugal,2021-02,84046,14788.413186813186,8483.644871794872
Romania,2021-02,73251,12345.235164835165,6115.0235700197245
Russia,2021-02,390052,54102.984615384616,36967.96114398423
Serbia,2021-02,63996,8365.764835164835,4290.7644970414185
Slovakia,2021-02,152655,12805.606593406594,4713.567061143984
South Africa,2021-02,59632,16814.16043956044,8959.874556213017
Spain,2021-02,445434,47919.22857142857,24604.73234714004
Sweden,2021-02,90352,11047.632967032967,5093.508185404339
Switzerland,2021-02,33612,8407.221978021978,6739.845759368836
Taiwan*,2021-02,44,0.5098901098901099,7575.245167652862
Thailand,2021-02,7169,501.36043956043954,7362.509861932941
Turkey,2021-02,224125,46341.71868131868,30693.57544378698
US,2021-02,2407191,413151.2065934066,187040.68047337275
Ukraine,2021-02,133982,22332.997802197802,11039.08934911242
United Kingdom,2021-02,359378,71877.20879120879,41983.094871794885
Victoria,2021-02,32,-21.17142857142857,3348.961439842209
Vietnam,2021-02,631,27.358241758241757,15338.120414201185
Argentina,2021-03,241456,24083.110714285714,19459.634615384617
Austria,2021-03,84656,7185.746428571429,7888.694082840237
Bangladesh,2021-03,65079,2489.6214285714286,4491.330867850099
Belgium,2021-03,110942,9246.05357142857,7980.535305719923
Brazil,2021-03,2205301,130685.76785714286,73173.49684418144
Chile,2021-03,170913,7472.089285714285,8254.774358974359
Colombia,2021-03,154687,23533.489285714284,14433.826923076924
Czechia,2021-03,296852,24231.57857142857,8471.885996055227
Denmark,2021-03,19408,2925.0464285714284,5091.294378698225
France,2021-03,878966,62301.22857142857,55232.15719921105
Georgia,2021-03,11003,3679.6785714285716,3135.4607495069035
Germany,2021-03,366537,37049.68214285714,49017.373865877715
Greece,2021-03,72589,4182.314285714286,7036.486094674554
Hungary,2021-03,223834,11098.164285714285,3974.0292899408287
India,2021-03,1109424,82986.11428571428,99855.6201183432
Indonesia,2021-03,177078,20757.79642857143,12783.858579881655
Iran,2021-03,254395,20336.410714285714,15860.356607495067
Iraq,2021-03,155435,8000.032142857143,5514.051676528598
Ireland,2021-03,16262,3013.2785714285715,2801.6844181459555
Israel,2021-03,57298,10133.942857142858,7799.16311637081
Italy,2021-03,659634,48608.12142857143,35780.762919132154
Japan,2021-03,42450,6342.782142857143,27848.70256410256
Jordan,2021-03,220487,10567.546428571428,3424.101972386587
Kazakhstan,2021-03,34757,2355.817857142857,2986.036785009862
"Korea, South",2021-03,13608,1169.3,31122.75996055227
Malaysia,2021-03,44748,5849.039285714286,8304.36469428008
Mexico,2021-03,151949,21970.725,13690.708481262327
Netherlands,2021-03,187991,17129.23214285714,14169.667751479292
New South Wales,2021-03,116,-37.792857142857144,4470.288362919132
Pakistan,2021-03,91566,4189.171428571429,3691.2786982248517
Peru,2021-03,224944,11241.228571428572,8656.709960552265
Philippines,2021-03,170936,7680.642857142857,7891.337179487178
Poland,2021-03,614731,36090.31071428571,12598.207692307695
Portugal,2021-03,17160,11007.867857142857,8483.644871794872
Romania,2021-03,150809,12368.596428571429,6115.0235700197245
Russia,2021-03,295834,43857.38214285715,36967.96114398423
Serbia,2021-03,141337,9510.503571428571,4290.7644970414185
Slovakia,2021-03,119205,12333.482142857143,4713.567061143984
South Africa,2021-03,34764,11828.117857142857,8959.874556213017
Spain,2021-03,95800,35635.52857142857,24604.73234714004
Sweden,2021-03,147577,11491.860714285714,5093.508185404339
Switzerland,2021-03,46192,6994.717857142857,6739.845759368836
Taiwan*,2021-03,75,0.5857142857142857,7575.245167652862
Thailand,2021-03,2912,433.82142857142856,7362.509861932941
Turkey,2021-03,615594,48218.232142857145,30693.57544378698
US,2021-03,1815187,329700.21428571426,187040.68047337275
Ukraine,2021-03,329501,23891.071428571428,11039.08934911242
United Kingdom,2021-03,169234,55172.95,41983.094871794885
Victoria,2021-03,3,-53.7,3348.961439842209
Vietnam,2021-03,155,21.732142857142858,15338.120414201185
Argentina,2021-04,628542,30243.898529411767,19459.634615384617
Austria,2021-04,74267,6765.766176470588,7888.694082840237
Bangladesh,2021-04,147837,4412.423529411764,4491.330867850099
Belgium,2021-04,107776,8694.083823529412,7980.535305719923
Brazil,2021-04,1911712,131023.99705882353,73173.49684418144
Chile,2021-04,202707,9160.936764705883,8254.774358974359
Colombia,2021-04,453347,25842.032352941176,14433.826923076924
Czechia,2021-04,98426,19873.15,8471.885996055227
Denmark,2021-04,19951,2509.835294117647,5091.294378698225
France,2021-04,960412,65710.99411764706,55232.15719921105
Georgia,2021-04,28549,3245.7264705882353,3135.4607495069035
Germany,2021-04,572724,39014.425,49017.373865877715
Greece,2021-04,81344,4850.833823529411,7036.486094674554
Hungary,2021-04,126915,10979.8,3974.0292899408287
India,2021-04,6943304,203529.5867647059,99855.6201183432
Indonesia,2021-04,156656,18327.19705882353,12783.858579881655
Iran,2021-04,613513,27508.11911764706,15860.356607495067
Iraq,2021-04,214275,10063.557352941176,5514.051676528598
Ireland,2021-04,13016,2421.7970588235294,2801.6844181459555
Israel,2021-04,5376,7239.033823529412,7799.16311637081
Italy,2021-04,437754,44414.6455882353,35780.762919132154
Japan,2021-04,117685,7120.807352941177,27848.70256410256
Jordan,2021-04,99796,10004.689705882352,3424.101972386587
Kazakhstan,2021-04,78067,3224.6926470588237,2986.036785009862
"Korea, South",2021-04,18995,1229.5514705882354,31122.75996055227
Malaysia,2021-04,63213,5703.172058823529,8304.36469428008
Mexico,2021-04,105868,17136.38088235294,13690.708481262327
Netherlands,2021-04,221664,17113.069117647057,14169.667751479292
New South Wales,2021-04,185,-34.830882352941174,4470.288362919132
Pakistan,2021-04,152588,5826.213235294118,3691.2786982248517
Peru,2021-04,250638,12508.604411764705,8656.709960552265
Philippines,2021-04,290172,11627.135294117646,7891.337179487178
Poland,2021-04,470425,36684.16470588235,12598.207692307695
Portugal,2021-04,14771,8182.719117647059,8483.644871794872
Romania,2021-04,102462,11044.913235294118,6115.0235700197245
Russia,2021-04,256521,35167.22794117647,36967.96114398423
Serbia,2021-04,88961,8911.325,4290.7644970414185
Slovakia,2021-04,46202,10135.152941176471,4713.567061143984
South Africa,2021-04,33053,8193.211764705882,8959.874556213017
Spain,2021-04,239724,29805.004411764705,24604.73234714004
Sweden,2021-04,168718,12001.95,5093.508185404339
Switzerland,2021-04,58850,6174.511764705882,6739.845759368836
Taiwan*,2021-04,98,1.1308823529411764,7575.245167652862
Thailand,2021-04,36290,1115.339705882353,7362.509861932941
Turkey,2021-04,1503409,67994.35735294118,30693.57544378698
US,2021-04,1888570,268207.62647058826,187040.68047337275
Ukraine,2021-04,399041,25940.567647058822,11039.08934911242
United Kingdom,2021-04,70835,40608.21911764706,41983.094871794885
Victoria,2021-04,37,-73.53088235294118,3348.961439842209
Vietnam,2021-04,325,21.238235294117647,15338.120414201185
Argentina,2021-05,804421,37327.48039215686,19459.634615384617
Austria,2021-05,28153,5440.686274509804,7888.694082840237
Bangladesh,2021-05,41408,3558.6323529411766,4491.330867850099
Belgium,2021-05,71772,7438.848039215686,7980.535305719923
Brazil,2021-05,1882784,128119.80147058824,73173.49684418144
Chile,2021-05,186101,9814.71568627451,8254.774358974359
Colombia,2021-05,546732,28750.698529411766,14433.826923076924
Czechia,2021-05,30514,15160.79411764706,8471.885996055227
Denmark,2021-05,30673,2385.9093137254904,5091.294378698225
France,2021-05,37754,48671.24509803922,55232.15719921105
Georgia,2021-05,33653,2984.3529411764707,3135.4607495069035
Germany,2021-05,299529,34241.02450980392,49017.373865877715
Greece,2021-05,57273,4742.526960784314,7036.486094674554
Hungary,2021-05,25190,8688.671568627451,3974.0292899408287
India,2021-05,9010075,322789.64460784313,99855.6201183432
Indonesia,2021-05,153335,16234.664215686274,12783.858579881655
Iran,2021-05,414059,27979.642156862745,15860.356607495067
Iraq,2021-05,136153,9750.573529411764,5514.051676528598
Ireland,2021-05,13173,1971.4705882352941,2801.6844181459555
Israel,2021-05,994,5024.468137254902,7799.16311637081
Italy,2021-05,195168,35909.30637254902,35780.762919132154
Japan,2021-05,153716,8221.612745098038,27848.70256410256
Jordan,2021-05,25161,7958.813725490196,3424.101972386587
Kazakhstan,2021-05,67396,3548.514705882353,2986.036785009862
"Korea, South",2021-05,18165,1230.5171568627452,31122.75996055227
Malaysia,2021-05,163644,7460.475490196079,8304.36469428008
Mexico,2021-05,68987,12759.529411764706,13690.708481262327
Netherlands,2021-05,149673,15354.838235294117,14169.667751479292
New South Wales,2021-05,106,-33.66421568627451,4470.288362919132
Pakistan,2021-05,97305,5751.453431372549,3691.2786982248517
Peru,2021-05,156024,11277.928921568628,8656.709960552265
Philippines,2021-05,192841,12199.078431372549,7891.337179487178
Poland,2021-05,80141,28719.78676470588,12598.207692307695
Portugal,2021-05,12600,6040.8774509803925,8483.644871794872
Romania,2021-05,22472,8351.504901960785,6115.0235700197245
Russia,2021-05,262757,28636.117647058825,36967.96114398423
Serbia,2021-05,22915,7030.3725490196075,4290.7644970414185
Slovakia,2021-05,16930,7853.806372549019,4713.567061143984
South Africa,2021-05,84407,6544.958333333333,8959.874556213017
Spain,2021-05,154313,23544.526960784315,24604.73234714004
Sweden,2021-05,94869,10668.65931372549,5093.508185404339
Switzerland,2021-05,34766,5018.321078431372,6739.845759368836
Taiwan*,2021-05,7383,144.32598039215685,7575.245167652862
Thailand,2021-05,94639,2705.276960784314,7362.509861932941
Turkey,2021-05,428813,59162.47549019608,30693.57544378698
US,2021-05,918392,201724.75980392157,187040.68047337275
Ukraine,2021-05,136829,21697.03431372549,11039.08934911242
United Kingdom,2021-05,70716,29814.242647058825,41983.094871794885
Victoria,2021-05,88,-84.69852941176471,3348.961439842209
Vietnam,2021-05,4504,102.42401960784314,15338.120414201185
Argentina,2021-06,688590,39611.42414860681,19459.634615384617
Austria,2021-06,6214,4030.4602683178537,7888.694082840237
Bangladesh,2021-06,112718,4148.101135190918,4491.330867850099
Belgium,2021-06,23130,5574.106295149639,7980.535305719923
Brazil,2021-06,2012408,126108.15892672859,73173.49684418144
Chile,2021-06,171556,9846.14447884417,8254.774358974359
Colombia,2021-06,834526,35336.4871001032,14433.826923076924
Czechia,2021-06,6015,11158.091847265221,8471.885996055227
Denmark,2021-06,12450,1937.3839009287926,5091.294378698225
France,2021-06,97584,36909.294117647056,55232.15719921105
Georgia,2021-06,22115,2546.15479876161,3135.4607495069035
Germany,2021-06,47015,25860.47987616099,49017.373865877715
Greece,2021-06,20150,3932.0392156862745,7036.486094674554
Hungary,2021-06,3590,6549.481940144479,3974.0292899408287
India,2021-06,2236590,281984.866873065,99855.6201183432
Indonesia,2021-06,356569,18046.910216718265,12783.858579881655
Iran,2021-06,291421,25668.120743034055,15860.356607495067
Iraq,2021-06,144552,9507.223942208462,5514.051676528598
Ireland,2021-06,9865,1562.829721362229,2801.6844181459555
Israel,2021-06,2302,3405.185758513932,7799.16311637081
Italy,2021-06,42088,26625.04540763674,35780.762919132154
Japan,2021-06,53096,7084.605779153767,27848.70256410256
Jordan,2021-06,14870,6202.9391124871,3424.101972386587
Kazakhstan,2021-06,39751,3228.5036119711044,2986.036785009862
"Korea, South",2021-06,16924,1187.8348813209495,31122.75996055227
Malaysia,2021-06,179622,8843.101135190918,8304.36469428008
Mexico,2021-06,105527,10105.255933952529,13690.708481262327
Netherlands,2021-06,34045,11823.047471620226,14169.667751479292
New South Wales,2021-06,267,-29.430340557275542,4470.288362919132
Pakistan,2021-06,35584,4515.263157894737,3691.2786982248517
Peru,2021-06,96596,9173.842105263158,8656.709960552265
Philippines,2021-06,182258,12200.7564499484,7891.337179487178
Poland,2021-06,7629,21354.753353973167,12598.207692307695
Portugal,2021-06,30464,4745.25386996904,8483.644871794872
Romania,2021-06,3055,5974.227038183694,6115.0235700197245
Russia,2021-06,436082,26591.28379772962,36967.96114398423
Serbia,2021-06,4090,5256.802889576883,4290.7644970414185
Slovakia,2021-06,4003,5888.285861713106,4713.567061143984
South Africa,2021-06,308355,9202.377708978329,8959.874556213017
Spain,2021-06,130570,18321.60371517028,24604.73234714004
Sweden,2021-06,21517,8258.970072239423,5093.508185404339
Switzerland,2021-06,8264,3653.971104231166,6739.845759368836
Taiwan*,2021-06,6293,223.15892672858618,7575.245167652862
Thailand,2021-06,99509,3859.0,7362.509861932941
Turkey,2021-06,176248,47495.760577915375,30693.57544378698
US,2021-06,395878,142364.173374613,187040.68047337275
Ukraine,2021-06,39202,16625.712074303407,11039.08934911242
United Kingdom,2021-06,313568,25977.026831785344,41983.094871794885
Victoria,2021-06,103,-90.78637770897832,3348.961439842209
Vietnam,2021-06,9620,247.35397316821465,15338.120414201185
Argentina,2021-07,459390,37001.85614035088,19459.634615384617
Austria,2021-07,8307,2990.4438596491227,7888.694082840237
Bangladesh,2021-07,336226,8033.6140350877195,4491.330867850099
Belgium,2021-07,39584,4411.131578947368,7980.535305719923
Brazil,2021-07,1351850,112247.20175438597,73173.49684418144
Chile,2021-07,59869,7949.69649122807,8254.774358974359
Colombia,2021-07,544338,34910.6649122807,14433.826923076924
Czechia,2021-07,6289,8121.145614035087,8471.885996055227
Denmark,2021-07,23130,1754.3754385964912,5091.294378698225
France,2021-07,336660,31682.319298245613,55232.15719921105
Georgia,2021-07,53456,2687.1526315789474,3135.4607495069035
Germany,2021-07,38624,19320.961403508772,49017.373865877715
Greece,2021-07,70848,4090.3105263157895,7036.486094674554
Hungary,2021-07,1363,4879.69649122807,3974.0292899408287
India,2021-07,1244190,232655.37017543858,99855.6201183432
Indonesia,2021-07,1231386,32872.04561403509,12783.858579881655
Iran,2021-07,666451,29529.798245614034,15860.356607495067
Iraq,2021-07,280695,11332.549122807017,5514.051676528598
Ireland,2021-07,29068,1548.8578947368421,2801.6844181459555
Israel,2021-07,32241,2665.075438596491,7799.16311637081
Italy,2021-07,90119,20317.457894736843,35780.762919132154
Japan,2021-07,127021,7326.122807017544,27848.70256410256
Jordan,2021-07,19308,4918.2350877192985,3424.101972386587
Kazakhstan,2021-07,150783,4701.60350877193,2986.036785009862
"Korea, South",2021-07,42064,1535.4754385964911,31122.75996055227
Malaysia,2021-07,361293,12561.631578947368,8304.36469428008
Mexico,2021-07,328983,11574.050877192982,13690.708481262327
Netherlands,2021-07,181990,11444.322807017545,14169.667751479292
New South Wales,2021-07,3299,21.93859649122807,4470.288362919132
Pakistan,2021-07,76429,4204.038596491228,3691.2786982248517
Peru,2021-07,59328,6934.466666666666,8656.709960552265
Philippines,2021-07,176406,11916.914035087719,7891.337179487178
Poland,2021-07,3027,15673.09649122807,12598.207692307695
Portugal,2021-07,89074,4668.3561403508775,8483.644871794872
Romania,2021-07,2397,4167.877192982456,6115.0235700197245
Russia,2021-07,735655,29437.85087719298,36967.96114398423
Serbia,2021-07,5356,3924.2877192982455,4290.7644970414185
Slovakia,2021-07,1433,4347.835087719298,4713.567061143984
South Africa,2021-07,473482,13566.498245614035,8959.874556213017
Spain,2021-07,638084,22307.180701754387,24604.73234714004
Sweden,2021-07,10050,6222.677192982456,5093.508185404339
Switzerland,2021-07,14661,2720.694736842105,6739.845759368836
Taiwan*,2021-07,870,190.43684210526317,7575.245167652862
Thailand,2021-07,337986,8389.31754385965,7362.509861932941
Turkey,2021-07,301393,40370.88947368421,30693.57544378698
US,2021-07,1325079,112298.22982456141,187040.68047337275
Ukraine,2021-07,33308,12640.138596491228,11039.08934911242
United Kingdom,2021-07,1055621,34536.850877192985,41983.094871794885
Victoria,2021-07,236,-91.61052631578947,3348.961439842209
Vietnam,2021-07,133008,2295.419298245614,15338.120414201185
Argentina,2021-08,255856,31664.372932330825,19459.634615384617
Austria,2021-08,28377,2476.711278195489,7888.694082840237
Bangladesh,2021-08,251134,9534.121804511278,4491.330867850099
Belgium,2021-08,59949,3791.733834586466,7980.535305719923
Brazil,2021-08,863050,93562.11578947368,73173.49684418144
Chile,2021-08,22904,5926.36015037594,8254.774358974359
Colombia,2021-08,123766,28093.52781954887,14433.826923076924
Czechia,2021-08,5613,5782.83984962406,8471.885996055227
Denmark,2021-08,28886,1678.2067669172932,5091.294378698225
France,2021-08,561266,30630.147368421054,55232.15719921105
Georgia,2021-08,130277,3848.9345864661655,3135.4607495069035
Germany,2021-08,176091,16244.255639097744,49017.373865877715
Greece,2021-08,94660,4487.360902255639,7036.486094674554
Hungary,2021-08,2846,3614.614285714286,3974.0292899408287
India,2021-08,1155021,192117.8172932331,99855.6201183432
Indonesia,2021-08,680143,35328.71503759398,12783.858579881655
Iran,2021-08,1121055,38415.79473684211,15860.356607495067
Iraq,2021-08,261551,12227.04962406015,5514.051676528598
Ireland,2021-08,51471,1836.5947368421052,2801.6844181459555
Israel,2021-08,192334,4374.822556390977,7799.16311637081
Italy,2021-08,189963,16858.023308270676,35780.762919132154
Japan,2021-08,567768,13693.812030075187,27848.70256410256
Jordan,2021-08,26414,4013.49022556391,3424.101972386587
Kazakhstan,2021-08,230112,6840.967669172932,2986.036785009862
"Korea, South",2021-08,53658,1932.4496240601504,31122.75996055227
Malaysia,2021-08,632982,18972.666165413535,8304.36469428008
Mexico,2021-08,504158,14981.329323308271,13690.708481262327
Netherlands,2021-08,76067,9491.718796992482,14169.667751479292
New South Wales,2021-08,18958,282.75112781954886,4470.288362919132
Pakistan,2021-08,128851,4666.117293233083,3691.2786982248517
Peru,2021-08,38198,4902.000751879699,8656.709960552265
Philippines,2021-08,400892,14746.815789473685,7891.337179487178
Poland,2021-08,5731,11348.33082706767,12598.207692307695
Portugal,2021-08,69296,4263.096992481203,8483.644871794872
Romania,2021-08,15576,2980.5526315789475,6115.0235700197245
Russia,2021-08,635448,29659.70902255639,36967.96114398423
Serbia,2021-08,41015,3406.808270676692,4290.7644970414185
Slovakia,2021-08,3323,3190.3947368421054,4713.567061143984
South Africa,2021-08,330205,14505.45037593985,8959.874556213017
Spain,2021-08,408021,21605.66992481203,24604.73234714004
Sweden,2021-08,26773,4889.096992481203,5093.508185404339
Switzerland,2021-08,62001,2678.154887218045,6739.845759368836
Taiwan*,2021-08,321,156.03308270676692,7575.245167652862
Thailand,2021-08,607442,15419.501503759398,7362.509861932941
Turkey,2021-08,661286,39744.513533834586,30693.57544378698
US,2021-08,4287684,131111.7105263158,187040.68047337275
